PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,RatingBin,BestMove,A,B,C,D
5JgFE,3r2k1/p1p2ppp/2p3bq/3n4/2B1p1PQ/PPN4P/1BP2P2/1K6 w - - 1 24,f6d5 h4d8,802,77,100,912,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/k9VFg93b/black#46,,"(800, 900]",h4d8,h4d8,c4a6,c4e2,h4g5
5aWxh,r1b1k1nr/2p2ppp/p1pb4/4q3/4N3/7P/PPPP1PPN/R1BQ1RK1 b kq - 0 10,c3e4 e5h2,802,79,100,325,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/p0qOycB1#19,Ruy_Lopez Ruy_Lopez_Exchange_Variation,"(800, 900]",e5h2,e5h2,e5g5,e8f8,a6a5
5bstV,6r1/5k1K/3p1p2/1N3P2/5p2/2P3r1/PP6/4R3 w - - 4 39,d8g8 b5d6 f7f8 e1e8,802,77,100,201,endgame mate mateIn2 short,https://lichess.org/iPsmfY5i/black#76,,"(800, 900]",b5d6,b5d6,e1g1,e1a1,c3c4
8e8a6,5r1k/pR4p1/6Qp/3p4/8/7P/5qP1/7K w - - 2 27,a2f2 g6g7,802,84,100,41,endgame mate mateIn1 oneMove,https://lichess.org/U7nHBPsO/black#52,,"(800, 900]",g6g7,b7c7,g6f6,b7f7,g6g7
A5V9R,4r1nr/ppp2R1p/3k4/3p4/3P4/1P3Q2/P1PP1P2/RN1K1Bq1 b - - 2 15,e1d1 g1f1,802,84,100,61,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/18ma88Wk#29,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation,"(800, 900]",g1f1,g1f1,g1f2,e8a8,g1h2
ARNKq,r1bqkb2/1ppp2p1/p1n2n1r/3Qp3/2B1P3/2N2N2/PPP2PPP/R3K2R w KQq - 2 9,g8f6 d5f7,802,81,100,485,mate mateIn1 middlegame oneMove,https://lichess.org/XQjo3bjb/black#16,Kings_Pawn_Game Kings_Pawn_Game_Damiano_Defense,"(800, 900]",d5f7,d5f7,a1c1,d5d6,d5g8
BHpMB,k1r5/P2P3p/1K6/8/2P1P3/8/2P3p1/8 w - - 0 44,f8c8 d7c8q,802,105,100,28,advancedPawn endgame mate mateIn1 oneMove promotion,https://lichess.org/vrUYg3cS/black#86,,"(800, 900]",d7c8,d7d8n,b6a5,d7c8q,b6b5
DHUth,r3kb1r/p1p2p1p/7p/4p3/2B5/2NP1b2/PPP2P1P/R4RK1 b kq - 1 13,e1g1 h8g8,802,93,100,53,mate mateIn1 middlegame oneMove,https://lichess.org/Xx8hob2e#25,Italian_Game Italian_Game_Two_Knights_Defense,"(800, 900]",h8g8,f3g2,f3h5,h8g8,f3g4
DpypJ,2r3k1/1R3ppp/p3p3/3p2P1/2rP3q/2P2Q2/1B3P2/2b3K1 w - - 0 37,f4c1 f3f7 g8h8 f7g7,802,78,100,68,mate mateIn2 middlegame short,https://lichess.org/eaKvLvFL/black#72,,"(800, 900]",f3f7,f3f7,b7e7,f3h1,f3g4
EogLK,r3r1k1/1b3ppp/p2p4/3P4/1p6/1P3N1n/1P1N2PP/R2Q2RK b - - 0 23,e1g1 h3f2,802,77,100,108,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/uoPevh1r#45,,"(800, 900]",h3f2,h3g1,e8e2,a6a5,h3f2
EqeYa,r5r1/p1B2pk1/1p5p/2p1N2q/2Pp2n1/8/PP3PP1/R2Q1RK1 b - - 4 22,f3e5 h5h2,802,77,100,410,mate mateIn1 middlegame oneMove,https://lichess.org/uxFY6AdF#43,,"(800, 900]",h5h2,g7f8,h5h2,h5h4,g7h7
GYKji,r1b2bk1/1p4p1/pq2p2p/3pP1NQ/3Pp3/P3P3/1P4PP/R1B3K1 w - - 0 18,h7h6 h5f7 g8h8 f7f8,802,76,100,405,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/79qMwX4c/black#34,Bird_Opening Bird_Opening_Other_variations,"(800, 900]",h5f7,h2h3,h5f7,h5g4,h2h4
Gpco8,2r2rk1/2q1bppp/p2p4/3PnQP1/1p5P/3B4/PPP1N3/2KR3R w - - 1 20,a8c8 f5h7,802,77,100,95,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/AloR2Bx2/black#38,,"(800, 900]",f5h7,f5h3,f5f1,f5h7,f5f3
HHbML,3r3k/1p2p2p/p1pqP1pB/3Pb3/2P3P1/1P3Q2/P1b5/5R1K w - - 1 27,f5c2 f3f8 d8f8 f1f8,802,77,100,271,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/J2DR3hO7/black#52,,"(800, 900]",f3f8,h1g2,f3f8,f1e1,f3f5
IN51v,7k/pr4pp/8/2b5/B2B4/6P1/PP1r2bP/R2R2K1 b - - 5 26,c3d4 c5d4,802,77,100,119,mate mateIn1 middlegame oneMove,https://lichess.org/ffOS0Dy4#51,,"(800, 900]",c5d4,b7b6,d2b2,b7c7,c5d4
INLry,1R6/1P6/7k/5pp1/8/6PK/1r5P/8 b - - 4 41,g2h3 g5g4 h3h4 b2h2,802,77,100,1291,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/Jz3qOTbG#81,,"(800, 900]",g5g4,g5g4,b2f2,h6h5,b2b7
02s7w,2r3k1/5q2/p2p1BpQ/P7/2b5/5N1P/1P2r1P1/R6K w - - 1 32,d5f7 h6h8,803,77,100,440,mate mateIn1 middlegame oneMove,https://lichess.org/6JXHC3M2/black#62,,"(800, 900]",h6h8,h6g6,h6f4,f6g7,h6h8
0Cu1y,8/5k2/7R/1p3K2/p2R1PP1/P2P4/1Pr5/4r3 b - - 9 41,e4f5 c2c5 d4d5 c5d5,803,78,100,96,endgame mate mateIn2 rookEndgame short,https://lichess.org/WHiQ7QPF#81,,"(800, 900]",c2c5,c2c8,c2c7,e1e7,c2c5
15aWJ,r1b2rBk/pp3pp1/4pq2/2b3N1/5n2/2P1P3/P1Q2PPP/R4RK1 w - - 0 16,d5f4 c2h7,803,75,100,268,mate mateIn1 middlegame oneMove,https://lichess.org/NSs9X43Z/black#30,Nimzo-Indian_Defense Nimzo-Indian_Defense_Classical_Variation,"(800, 900]",c2h7,a1b1,f2f3,a2a4,c2h7
1BLcp,7k/pp3q1r/5p1p/3p4/6R1/2Q4P/PP3PPb/5K2 w - - 6 34,d7f7 c3c8 f7e8 c8e8,803,75,100,380,endgame mate mateIn2 short,https://lichess.org/1ijT3Zgb/black#66,,"(800, 900]",c3c8,g4g6,g4d4,c3g3,c3c8
1bkBV,8/8/R3ppp1/3n1k2/1p3P2/3K3P/1r1B2P1/8 w - - 1 42,e5f5 g2g4,803,75,100,497,endgame mate mateIn1 oneMove,https://lichess.org/Zxmew7sW/black#82,,"(800, 900]",g2g4,d3e2,a6a7,g2g4,a6c6
2IQ9o,5r2/p5k1/1p1p2p1/P2Pp2p/1P6/2P1Q1P1/3R2KP/1q6 b - - 4 30,g1g2 b1f1,803,76,100,95,endgame mate mateIn1 oneMove,https://lichess.org/UIDvQCFJ#59,,"(800, 900]",b1f1,b1e4,b1f1,f8f5,b6a5
4FD2v,1r2k1r1/p3bp2/6qp/2pPp3/2P1P3/1B3PpP/RPQN4/6RK b - - 0 30,g2h3 g3g2 g1g2 g6g2,803,77,100,79,advancedPawn kingsideAttack mate mateIn2 middlegame short,https://lichess.org/aWBAX9lw#59,,"(800, 900]",g3g2,b8b5,g3g2,b8c8,e7h4
4kST9,r4r1k/2q2p2/pp1p1b1p/8/2Ppn3/1P1B3P/PN1Q1P1K/6R1 w - - 2 27,g7h8 d2h6,803,79,100,52,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4OtiqeXt/black#52,,"(800, 900]",d2h6,a2a3,h2h1,d2h6,g1g5
5Cdgw,r3kr2/5qp1/p1ppp3/np2p1B1/1P1NP2P/P2P3R/2P2P2/R2QK3 b Qq - 0 18,f3d4 f7f2,803,79,100,56,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/uxIpA9L1#35,Bishops_Opening Bishops_Opening_Boi_Variation,"(800, 900]",f7f2,a5b7,f7f2,e5d4,f7f3
5HIjk,r4r2/pppb2kp/2n2q2/6N1/2B4Q/8/PPP2PPP/2K4R w - - 0 18,f5d7 h4h7,803,77,100,307,mate mateIn1 middlegame oneMove,https://lichess.org/uETq52SQ/black#34,Englund_Gambit_Complex Englund_Gambit_Complex_Soller_Gambit,"(800, 900]",h4h7,c4d5,g5f3,f2f3,h4h7
61Efh,3q1r1k/5Qp1/5pp1/p7/2R5/7P/5PPK/8 w - - 0 38,h7g6 c4h4,803,75,100,1109,endgame mate mateIn1 oneMove,https://lichess.org/hR48PDoh/black#74,,"(800, 900]",c4h4,c4h4,c4c5,c4b4,h2h1
6lwO7,4r1k1/p2P1ppp/8/8/8/1Q2qP2/PP3NPP/R6K b - - 0 33,e4f2 e3e1 a1e1 e8e1,803,75,100,120,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/0DrnLzDb#65,,"(800, 900]",e3e1,a7a5,e3b6,e3e1,e8f8
7S3aP,5qk1/p6p/1p2p1pQ/2p1P1r1/2r5/7R/PP3PPK/8 w - - 0 35,e7f8 h6h7,803,75,100,106,endgame mate mateIn1 oneMove,https://lichess.org/XDXxvTTo/black#68,,"(800, 900]",h6h7,f2f3,h6h7,h6g5,h6h5
7xbAs,2r3k1/3p1pp1/4p1p1/3bP3/1p1P1P2/2P1Q1qP/1P4P1/2R1R1K1 b - - 0 25,f3f4 g3g2,803,78,100,87,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/CDjREAyl#49,,"(800, 900]",g3g2,g3e3,g3h4,g3f2,g3g2
AtU2A,4r2k/p1p3pp/2p5/3p4/2n4q/2N5/PPP3PP/R3RK2 w - - 0 23,a8e8 e1e8,803,101,100,28,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/OoyYaaDv/black#44,,"(800, 900]",e1e8,e1e8,e1e6,b2b4,a1b1
AzfmO,r1b2r1k/1p5p/p1p1p3/2Pp4/PP2P1Q1/2Nq4/8/R4RK1 w - - 1 23,g8h8 f1f8,803,98,100,29,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Q48UVxaY/black#44,,"(800, 900]",f1f8,c3a2,g4h4,f1f8,f1f4
C95gV,3R4/5pkp/3p4/p1n2PPp/5K2/1b6/8/8 w - - 3 50,e6b3 f5f6 g7g6 d8g8,803,75,100,403,endgame mate mateIn2 short,https://lichess.org/MVChEWGK/black#98,,"(800, 900]",f5f6,d8d6,f4g3,d8f8,f5f6
CVCnj,7r/pb2qk2/1p1p2p1/2p1p3/B1P1P3/3P4/PP2QPK1/1R3R2 b - - 2 28,h2g2 e7g5 e2g4 g5g4,803,77,100,1453,mate mateIn2 middlegame short,https://lichess.org/hnhxzZSi#55,,"(800, 900]",e7g5,e7e8,h8h6,e7g5,h8a8
DPOHW,4rk2/4q1p1/p1p2p2/1p1pnPR1/7Q/1P5P/P1B2P2/6K1 w - - 0 37,f7f6 h4h8 f8f7 h8g7,803,76,100,254,endgame mate mateIn2 short,https://lichess.org/CuuRxShD/black#72,,"(800, 900]",h4h8,c2d3,g5g6,h4h8,c2e4
Dck0D,2kr3r/pppn4/B7/3Q1ppp/3P4/6Pn/PPP3PP/R5RK b - - 0 23,e1g1 h3f2,803,77,100,553,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/wgOdWQLc#45,,"(800, 900]",h3f2,h3f2,h3g1,h5h4,c7c6
E0rVj,4r1k1/ppp2ppp/8/8/2N5/2n5/PPb2PPP/4R1K1 w - - 0 19,d5c3 e1e8,803,116,100,25,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/fsFFcRXm/black#36,Ruy_Lopez Ruy_Lopez_Steinitz_Defense,"(800, 900]",e1e8,f2f4,e1e6,e1e8,g2g3
E3AwG,4NB1k/5K2/6p1/4Pb1p/p7/3r4/8/8 w - - 3 57,d2d3 f8g7 h8h7 e8f6,803,77,100,303,endgame mate mateIn2 short,https://lichess.org/tpqrwCUP/black#112,,"(800, 900]",f8g7,f7f6,f8e7,e8f6,f8g7
F1iRe,3R1rk1/6pp/1p6/1Pp3Pn/8/7P/4P1BK/2r5 w - - 2 34,f7f8 g2d5 g8h8 d8f8,803,78,100,108,backRankMate deflection endgame mate mateIn2 short,https://lichess.org/uW0AtAqP/black#66,,"(800, 900]",g2d5,g2e4,g2f1,d8c8,g2d5
F9qpc,N1b4r/1p2kppp/p3p3/8/1nPp4/2n5/1B1NPPPP/4KB1R b K - 0 17,c1b2 b4c2,803,78,100,419,mate mateIn1 middlegame oneMove,https://lichess.org/8w3ShTEi#33,Queens_Gambit_Declined Queens_Gambit_Declined_Semi-Tarrasch_Defense,"(800, 900]",b4c2,c3d5,c3b1,h7h5,b4c2
FbpcZ,6k1/1p2qpp1/4p3/3pP1NP/2pP4/r1P5/2Q2P2/6K1 w - - 1 40,f8e7 c2h7 g8f8 h7h8,803,77,100,121,endgame mate mateIn2 short,https://lichess.org/TbrZFllR/black#78,,"(800, 900]",c2h7,c2h7,c2d1,c2e2,c2d2
Fs03O,rn3r1k/7p/p3p3/qp4R1/3bP3/1P4P1/PB2RP1P/6K1 w - - 0 23,c3d4 b2d4 e6e5 d4e5 f8f6 e5f6,803,82,100,394,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/gXCaHsGK/black#44,,"(800, 900]",b2d4,g3g4,b2d4,g5g4,g5e5
FsTEZ,1k6/1Pn4p/1K3p2/1N6/7P/5p2/8/8 w - - 0 62,a6c7 b5c7 f3f2 c7a6,803,78,100,477,endgame knightEndgame mate mateIn2 short,https://lichess.org/1Elr8nIv/black#122,,"(800, 900]",b5c7,b6c5,b5a3,b5a7,b5c7
H8VFj,5n1k/6R1/7K/p2B4/7p/1P6/5rP1/8 w - - 3 58,a2f2 g7g8,803,78,100,783,endgame mate mateIn1 oneMove,https://lichess.org/DZpRmRbo/black#114,,"(800, 900]",g7g8,g7g3,g7g8,g7a7,g7e7
HOIxt,r4br1/1p2n1pk/4Pp2/3p1P2/1pqP1B2/1N1Q4/PP5P/6RK w - - 0 28,h8h7 d3h3,803,78,100,548,master mate mateIn1 middlegame oneMove,https://lichess.org/wZxEo2Pb/black#54,,"(800, 900]",d3h3,b3a5,h2h4,d3c2,d3h3
Ha0fq,r1bq1r1k/1pp2p1p/p3p2P/2Pp1p2/1n1P4/3BP1Q1/PP3PP1/RN2K2R w KQ - 3 17,g8h8 g3g7,803,79,100,75,mate mateIn1 middlegame oneMove,https://lichess.org/Nku8RPRE/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations,"(800, 900]",g3g7,e1e2,f2f4,g3g7,g3h2
ILdMP,5R2/pp4k1/2p5/3p2q1/4r2n/2P5/PP3Q1K/8 w - - 2 36,g8g7 f2f7 g7h6 f8h8,803,75,100,1903,endgame mate mateIn2 short,https://lichess.org/KBALEcpk/black#70,,"(800, 900]",f2f7,f2d2,f2f7,f8e8,f8f4
0Fbic,5rrk/ppp2Q1n/3p3P/4p3/4B1q1/3P4/PP1K2P1/R7 w - - 3 26,a8f8 f7h7,804,79,100,387,mate mateIn1 middlegame oneMove,https://lichess.org/pg2dfYEc/black#50,,"(800, 900]",f7h7,f7f2,d2e1,d2c3,f7h7
0ary2,5r1k/2pQ2p1/7p/2qp4/8/8/PP3PPP/3R2K1 b - - 0 26,g4d7 c5f2 g1h1 f2f1 d1f1 f8f1,804,77,100,1928,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/cGBn96tU#51,,"(800, 900]",c5f2,c7c6,c5a3,f8a8,c5f2
0oSqf,r1b3k1/4brp1/p5Qp/3pP3/3P4/2NB4/1q4PP/2R4K w - - 0 25,b7b2 g6h7 g8f8 h7h8,804,77,100,218,mate mateIn2 middlegame short,https://lichess.org/6yCKgSPK/black#48,,"(800, 900]",g6h7,c1d1,g6h7,g6f6,g6e4
0sRrJ,5r2/4Np1k/p4Kp1/1p1pP3/6r1/5R2/P7/8 w - - 4 40,g2g4 f3h3 g4h4 h3h4,804,76,100,568,endgame mate mateIn2 short,https://lichess.org/4fvDkJZT/black#78,,"(800, 900]",f3h3,f3h3,e7g6,a2a4,f3f5
1OmQC,4r1k1/pp4p1/4r2p/P2q1p2/2Np1Q1P/3R2P1/1P3P2/R5K1 b - - 0 27,d1d3 e6e1 a1e1 e8e1 g1h2 e1h1,804,76,100,410,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/2ZQ1QNtp#53,,"(800, 900]",e6e1,d5h1,e6a6,e6e1,a7a6
1Q1zh,2r3k1/1p3p2/p3p1pR/3pP1P1/2rP4/2P4Q/1P2K3/1q6 w - - 0 32,a2b1 h6h8 g8g7 h3h7,804,75,100,374,endgame mate mateIn2 short,https://lichess.org/QpEkCDBo/black#62,,"(800, 900]",h6h8,h6h8,h3d3,h3h5,h3f5
1idCi,r4rk1/ppp1npp1/3bpq2/3p4/3P4/2P1PNP1/PPQ2PP1/R3K2R w KQ - 0 19,h8g8 c2h7,804,77,100,697,mate mateIn1 middlegame oneMove,https://lichess.org/SiyAhGB7/black#36,Queens_Pawn_Game Queens_Pawn_Game_Mason_Variation,"(800, 900]",c2h7,f3e5,a2a4,c2h7,c2d3
1pRV9,5k2/5p1p/1p5P/p5P1/3p1B2/2q5/2P5/3KR3 w - - 4 35,g8f8 f4d6 f8g8 e1e8,804,78,100,70,endgame mate mateIn2 short,https://lichess.org/wmlTVdQl/black#68,,"(800, 900]",f4d6,f4c1,f4d6,d1c1,e1e2
23cQ0,rn4rk/ppp3pp/1b5N/8/3Pp2q/2P5/PP3PPP/R1B2RK1 w - - 0 18,f8g8 h6f7,804,77,100,134,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/xJHrqGja/black#34,Latvian_Gambit_Accepted Latvian_Gambit_Accepted_Other_variations,"(800, 900]",h6f7,c1g5,h6f7,g2g4,h2h3
2zbDd,6k1/6rp/pb2p3/4Pp1Q/1p3P2/3q1P1K/P3n2R/7R w - - 5 41,c3e2 h5e8,804,75,100,294,mate mateIn1 middlegame oneMove,https://lichess.org/036gCxIH/black#80,,"(800, 900]",h5e8,h5e8,h2f2,h5f7,h3h4
3fi8G,1r1q3k/7p/b1np1PpQ/p3p2p/3pP3/pP1P3P/6P1/1N1R2K1 w - - 0 30,f7g6 h6g7,804,81,100,103,mate mateIn1 middlegame oneMove,https://lichess.org/VFRctpcO/black#58,,"(800, 900]",h6g7,h6e3,h6f4,h3h4,h6g7
3huXG,3r2k1/2R2pp1/p3p2p/1p1r4/2b2QP1/P2q1P2/1P5P/2R3K1 w - - 1 28,g6d3 f4f7 g8h8 f7g7,804,79,100,871,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/oeO7FxwG/black#54,,"(800, 900]",f4f7,c7b7,f4d2,f4f7,c7e7
3scTo,2k5/1p5p/pR2r3/2p5/b4Q2/P1P2B2/5PPP/6K1 b - - 0 35,d2f4 e6e1,804,82,100,115,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/si9mGvmH#69,,"(800, 900]",e6e1,a4d1,e6e1,c5c4,e6g6
